5419,1169
5420,1196
5421,1151
5422,1178
5423,1205
5424,1160
5425,1187
5426,1214
5427,41
5428,124
5429,125
5430,310
5431,373
5432,376
5433,371
5434,374
5435,377
5436,284
5437,853
5438,854
5439,1013
5440,1120
5441,1129
5442,1114
5443,1123
5444,1132
5445,527
5446,1118
5447,1127
5448,1112
5449,1121
5450,1130
5451,1115
5452,1124
5453,1133
5454,122
5455,367
5456,368
5457,851
5458,1102
5459,1105
5460,1100
5461,1103
5462,1106
5463,365
5464,1096
5465,1097
5466,1094
5467,3281
5468,3284
5469,1823
5470,3290
5471,3293
5472,608
5473,1337
5474,1826
5475,1337
5476,3308
5477,3311
5478,1826
5479,3311
5480,3320
5481,203
5482,446
5483,611
5484,932
5485,1175
5486,1418
5487,1661
5488,1832
5489,1835
5490,446
5491,1339
5492,1340
5493,1175
5494,3362
5495,3365
5496,1832
5497,3371
5498,3374
5499,611
5500,1340
5501,2069
5502,1418
5503,3365
5504,3392
5505,1835
5506,3374
5507,3401
5508,68
5509,149
5510,206
5511,311
5512,392
5513,473
5514,554
5515,617
5516,620
5517,311
5518,878
5519,935
5520,1040
5521,1121
5522,1202
5523,1283
5524,1364
5525,1445
5526,554
5527,1343
5528,1664
5529,1283
5530,1850
5531,1859
5532,1844
5533,1853
5534,1862
5535,149
5536,448
5537,449
5538,878
5539,1177
5540,1348
5541,1343
5542,1346
5543,1349
5544,392
5545,1177
5546,1178
5547,1121
5548,3308
5549,3365
5550,1850
5551,3533
5552,3536
5553,617
5554,1346
5555,1907
5556,1364
5557,3533
5558,3554
5559,1853
5560,3560
5561,3563
5562,206
5563,449
5564,692
5565,935
5566,1178
5567,1421
5568,1664
5569,1907
5570,2078
5571,473
5572,1348
5573,1421
5574,1202
5575,3365
5576,3608
5577,1859
5578,3554
5579,3617
5580,620
5581,1349
5582,2078
5583,1445
5584,3536
5585,3617
5586,1862
5587,3563
5588,3644
5589,23
5590,50
5591,71
5592,104
5593,131
5594,158
5595,185
5596,212
5597,215
5598,266
5599,293
5600,320
5601,347
5602,374
5603,401
5604,428
5605,455
5606,482
5607,509
5608,536
5609,563
5610,590
5611,617
5612,644
5613,629
5614,638
5615,647
5616,104
5617,313
5618,314
5619,833
5620,860
5621,887
5622,914
5623,941
5624,944
5625,347
5626,1022
5627,1043
5628,1076
5629,1103
5630,1130
5631,1157
5632,1184
5633,1211
5634,590
5635,1265
5636,1292
5637,1319
5638,1346
5639,1373
5640,1400
5641,1427
5642,1454
5643,185
5644,452
5645,557
5646,914
5647,1181
5648,1424
5649,1643
5650,1670
5651,1673
5652,428
5653,1285
5654,1286
5655,1157
5656,1832
5657,1859
5658,1886
5659,1913
5660,1940
5661,629
5662,1358
5663,1925
5664,1400
5665,1907
5666,1934
5667,1889
5668,1916
5669,1943
5670,50
5671,151
5672,152
5673,313
5674,394
5675,457
5676,452
5677,455
5678,458
5679,293
5680,880
5681,881
5682,1022
5683,1123
5684,1204
5685,1285
5686,1366
5687,1375
5688,536
5689,1361
5690,1370
5691,1265
5692,1364
5693,1373
5694,1358
5695,1367
5696,1376
5697,131
5698,394
5699,395
5700,860
5701,1183
5702,1186
5703,1181
5704,1184
5705,1187
5706,374
5707,1123
5708,1124
5709,1103
5710,3290
5711,3311
5712,1832
5713,3371
5714,3374
5715,617
5716,1364
5717,1853
5718,1346
5719,3533
5720,3560
5721,1907
5722,3554
5723,3563
5724,212
5725,455
5726,638
5727,941
5728,1184
5729,1427
5730,1670
5731,1913
5732,1916
5733,455
5734,1366
5735,1367
5736,1184
5737,3371
5738,3554
5739,1913
5740,4100
5741,4103
5742,638
5743,1367
5744,2096
5745,1427
5746,3554
5747,4121
5748,1916
5749,4103
5750,4130
5751,71
5752,152
5753,233
5754,314
5755,395
5756,476
5757,557
5758,638
5759,701
5760,320
5761,881
5762,962
5763,1043
5764,1124
5765,1205
5766,1286
5767,1367
5768,1448
5769,563
5770,1370
5771,1691
5772,1292
5773,1853
5774,1934
5775,1925
5776,2096
5777,2105
5778,158
5779,457
5780,476
5781,887
5782,1186
5783,1429
5784,1424
5785,1427
5786,1430
5787,401
5788,1204
5789,1205
5790,1130
5791,3311
5792,3392
5793,1859
5794,3554
5795,3617
5796,644
5797,1373
5798,1934
5799,1373
5800,3560
5801,4121
5802,1934
5803,4121
5804,4292
5805,215
5806,458
5807,701
5808,944
5809,1187
5810,1430
5811,1673
5812,1916
5813,2159
5814,482
5815,1375
5816,1448
5817,1211
5818,3374
5819,3617
5820,1940
5821,4103
5822,4346
5823,647
5824,1376
5825,2105
5826,1454
5827,3563
5828,4292
5829,1943
5830,4130
5831,4373
5832,8
5833,17
5834,26
5835,35
5836,44
5837,53
5838,62
5839,71
5840,80
5841,89
5842,98
5843,107
5844,116
5845,125
5846,134
5847,143
5848,152
5849,161
5850,170
5851,179
5852,188
5853,197
5854,206
5855,215
5856,224
5857,233
5858,242
5859,89
5860,260
5861,269
5862,278
5863,287
5864,296
5865,305
5866,314
5867,323
5868,332
5869,341
5870,350
5871,359
5872,368
5873,377
5874,386
5875,395
5876,404
5877,413
5878,422
5879,431
5880,440
5881,449
5882,458
5883,467
5884,476
5885,485
5886,170
5887,461
5888,512
5889,521
5890,530
5891,539
5892,548
5893,557
5894,566
5895,413
5896,584
5897,593
5898,602
5899,611
5900,620
5901,629
5902,638
5903,647
5904,656
5905,665
5906,674
5907,665
5908,692
5909,701
5910,674
5911,701
5912,728
5913,35
5914,106
5915,107
5916,316
5917,319
5918,322
5919,317
5920,320
5921,323
5922,278
5923,827
5924,836
5925,845
5926,854
5927,863
5928,872
5929,881
5930,890
5931,521
5932,908
5933,917
5934,926
5935,935
5936,944
5937,953
5938,962
5939,971
5940,116
5941,349
5942,350
5943,845
5944,1016
5945,1025
5946,1034
5947,1043
5948,1052
5949,359
5950,1070
5951,1079
5952,1088
5953,1097
5954,1106
5955,1115
5956,1124
5957,1133
5958,602
5959,1151
5960,1160
5961,1169
5962,1178
5963,1187
5964,1196
5965,1205
5966,1214
5967,197
5968,464
5969,593
5970,926
5971,1193
5972,1268
5973,1277
5974,1286
5975,1295
5976,440
5977,1313
5978,1322
5979,1169
5980,1340
5981,1349
5982,1358
5983,1367
5984,1376
5985,665
5986,1394
5987,1403
5988,1412
5989,1421
5990,1430
5991,1439
5992,1448
5993,1457
5994,62
5995,155
5996,188
5997,317
5998,398
5999,479
6000,560
6001,563
6002,566
6003,305
6004,884
6005,917
6006,1034
6007,1127
6008,1208
6009,1289
6010,1370
6011,1451
6012,548
6013,1397
6014,1646
6015,1277
6016,1664
6017,1673
6018,1682
6019,1691
6020,1700
6021,143
6022,430
6023,431
6024,872
6025,1195
6026,1294
6027,1289
6028,1292
6029,1295
6030,386
6031,1159
6032,1160
6033,1115
6034,1826
6035,1835
6036,1844
6037,1853
6038,1862
6039,629
6040,1400
6041,1889
6042,1358
6043,1907
6044,1916
6045,1925
6046,1934
6047,1943
6048,224
6049,467
6050,674
6051,953
6052,1196
6053,1439
6054,1682
6055,1925
6056,2024
6057,467
6058,1402
6059,1403
6060,1196
6061,2069
6062,2078
6063,1925
6064,2096
6065,2105
6066,674
6067,1403
6068,2132
6069,1439
6070,2078
6071,2159
6072,2024
6073,2105
6074,2186
6075,17
6076,52
6077,53
6078,106
6079,133
6080,160
6081,155
6082,158
6083,161
6084,260
6085,295
6086,322
6087,349
6088,376
6089,403
6090,430
6091,457
6092,484
6093,461
6094,470
6095,479
6096,464
6097,473
6098,482
6099,467
6100,476
6101,485
6102,98
6103,295
6104,296
6105,827
6106,862
6107,889
6108,884
6109,887
6110,890
6111,341
6112,1024
6113,1025
6114,1070
6115,1105
6116,1132
6117,1159
6118,1186
6119,1213
6120,584
6121,1267
6122,1294
6123,1313
6124,1348
6125,1375
6126,1402
6127,1429
6128,1456
6129,179
6130,470
6131,539
6132,908
6133,1199
6134,1442
6135,1397
6136,1424
6137,1451
6138,422
6139,1267
6140,1268
6141,1151
6142,1418
6143,1445
6144,1400
6145,1427
6146,1454
6147,665
6148,1412
6149,1439
6150,1394
6151,1421
6152,1448
6153,1403
6154,1430
6155,1457
6156,44
6157,133
6158,134
6159,319
6160,400
6161,403
6162,398
6163,401
6164,404
6165,287
6166,862
6167,863
6168,1016
6169,1129
6170,1210
6171,1195
6172,1204
6173,1213
6174,530
6175,1199
6176,1208
6177,1193
6178,1202
6179,1211
6180,1196
6181,1205
6182,1214
6183,125
6184,376
6185,377
6186,854
6187,1129
6188,1132
6189,1127
6190,1130
6191,1133
6192,368
6193,1105
6194,1106
6195,1097
6196,3284
6197,3293
6198,1826
6199,3311
6200,3320
6201,611
6202,1418
6203,1835
6204,1340
6205,3365
6206,3374
6207,2069
6208,3392
6209,3401
6210,206
6211,473
6212,620
6213,935
6214,1202
6215,1445
6216,1664
6217,1859
6218,1862
6219,449
6220,1348
6221,1349
6222,1178
6223,3365
6224,3536
6225,1907
6226,3554
6227,3563
6228,692
6229,1421
6230,2078
6231,1421
6232,3608
6233,3617
6234,2078
6235,3617
6236,3644
6237,71
6238,158
6239,215
6240,320
6241,401
6242,482
6243,563
6244,644
6245,647
6246,314
6247,887
6248,944
6249,1043
6250,1130
6251,1211
6252,1292
6253,1373
6254,1454
6255,557
6256,1424
6257,1673
6258,1286
6259,1859
6260,1940
6261,1925
6262,1934
6263,1943
6264,152
6265,457
6266,458
6267,881
6268,1204
6269,1375
6270,1370
6271,1373
6272,1376
6273,395
6274,1186
6275,1187
6276,1124
6277,3311
6278,3374
6279,1853
6280,3560
6281,3563
6282,638
6283,1427
6284,1916
6285,1367
6286,3554
6287,4103
6288,2096
6289,4121
6290,4130
6291,233
6292,476
6293,701
6294,962
6295,1205
6296,1448
6297,1691
6298,1934
6299,2105
6300,476
6301,1429
6302,1430
6303,1205
6304,3392
6305,3617
6306,1934
6307,4121
6308,4292
6309,701
6310,1430
6311,2159
6312,1448
6313,3617
6314,4346
6315,2105
6316,4292
6317,4373
6318,26
6319,53
6320,80
6321,107
6322,134
6323,161
6324,188
6325,215
6326,242
6327,269
6328,296
6329,323
6330,350
6331,377
6332,404
6333,431
6334,458
6335,485
6336,512
6337,539
6338,566
6339,593
6340,620
6341,647
6342,674
6343,701
6344,728
6345,107
6346,322
6347,323
6348,836
6349,863
6350,890
6351,917
6352,944
6353,971
6354,350
6355,1025
6356,1052
6357,1079
6358,1106
6359,1133
6360,1160
6361,1187
6362,1214
6363,593
6364,1268
6365,1295
6366,1322
6367,1349
6368,1376
6369,1403
6370,1430
6371,1457
6372,188
6373,479
6374,566
6375,917
6376,1208
6377,1451
6378,1646
6379,1673
6380,1700
6381,431
6382,1294
6383,1295
6384,1160
6385,1835
6386,1862
6387,1889
6388,1916
6389,1943
6390,674
6391,1439
6392,2024
6393,1403
6394,2078
6395,2105
6396,2132
6397,2159
6398,2186
6399,53
6400,160
6401,161
6402,322
6403,403
6404,484
6405,479
6406,482
6407,485
6408,296
6409,889
6410,890
6411,1025
6412,1132
6413,1213
6414,1294
6415,1375
6416,1456
6417,539
6418,1442
6419,1451
6420,1268
6421,1445
6422,1454
6423,1439
6424,1448
6425,1457
6426,134
6427,403
6428,404
6429,863
6430,1210
6431,1213
6432,1208
6433,1211
6434,1214
6435,377
6436,1132
6437,1133
6438,1106
6439,3293
6440,3320
6441,1835
6442,3374
6443,3401
6444,620
6445,1445
6446,1862
6447,1349
6448,3536
6449,3563
6450,2078
6451,3617
6452,3644
6453,215
6454,482
6455,647
6456,944
6457,1211
6458,1454
6459,1673
6460,1940
6461,1943
6462,458
6463,1375
6464,1376
6465,1187
6466,3374
6467,3563
6468,1916
6469,4103
6470,4130
6471,701
6472,1448
6473,2105
6474,1430
6475,3617
6476,4292
6477,2159
6478,4346
6479,4373
6480,80
6481,161
6482,242
6483,323
6484,404
6485,485
6486,566
6487,647
6488,728
6489,323
6490,890
6491,971
6492,1052
6493,1133
6494,1214
6495,1295
6496,1376
6497,1457
6498,566
6499,1451
6500,1700
6501,1295
6502,1862
6503,1943
6504,2024
6505,2105
6506,2186
6507,161
6508,484
6509,485
6510,890
6511,1213
6512,1456
6513,1451
6514,1454
6515,1457
6516,404
6517,1213
6518,1214
6519,1133
6520,3320
6521,3401
6522,1862
6523,3563
6524,3644
6525,647
6526,1454
6527,1943
6528,1376
6529,3563
6530,4130
6531,2105
6532,4292
6533,4373
6534,242
6535,485
6536,728
6537,971
6538,1214
6539,1457
6540,1700
6541,1943
6542,2186
6543,485
6544,1456
6545,1457
6546,1214
6547,3401
6548,3644
6549,1943
6550,4130
6551,4373
6552,728
6553,1457
6554,2186
6555,1457
6556,3644
6557,4373
6558,2186
6559,4373
6560,6560
